id,object_type,slug,seo_title,seo_description,is_pillar_content,focus_keyword,seo_score,robots,advanced_robots,canonical_url,primary_term,schema_data,social_facebook_thumbnail,social_facebook_title,social_facebook_description,social_twitter_thumbnail,social_twitter_title,social_twitter_description,redirect_to,redirect_type
"67","term","beste-ki-tools-2025","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"78","term","agentensoftware","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"84","term","agency","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"85","term","ai-bg","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"93","term","agentur","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"100","term","ai-data-protection-eu","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"101","term","ai-solutions-for-smes","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"110","term","ai-agents","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"111","term","ai-workflow-automation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"124","term","agiles-projektmanagement","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"138","term","anomaly-monitoring","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"139","term","asset-inventory","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"148","term","ai-technology-project-management-business-automation-digital-transformation-security-compliance-sme-solutions-industry-insights-how-to-guides","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"149","term","ai-threat-detection","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"150","term","automated-response","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"151","term","behavioral-analytics","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"160","term","ai-in-bulgaria","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"161","term","ai-tools","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"162","term","automation-strategy","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"166","term","ai-in-small-business","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"167","term","ai-technology","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"179","term","agentic-ai","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"180","term","ai-automation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"181","term","ai-in-business","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"182","term","ai-productivity","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"183","term","autonomous-systems","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"191","term","ai-automation-2","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"192","term","ai-cybersecurity","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"193","term","ai-incident-response","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"194","term","autonomous-security","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"200","term","agent-based-systems","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"201","term","ai-collaboration","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"202","term","ai-orchestration","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"203","term","ai-trends-2025","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"204","term","autonomous-agents","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"212","term","automatisierung-versicherungsagentur","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"225","term","agentursoftware","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"9","term","data","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"12","term","development","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"17","term","design","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"18","term","clients","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"28","term","compliance-regulations","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"29","term","data-protection","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"34","term","cloud-security","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"35","term","cloud-security","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"36","term","gcp","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"37","term","forensics","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"41","term","edr","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"42","term","endpoint","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"43","term","endpoint-security","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"52","term","culture","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"63","term","digital-transformation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"69","term","deutsche-ki-loesungen","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"72","term","crm-automatisierung","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"74","term","digitale-agenten","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"75","term","chatbots","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"80","term","dsgvo-compliance","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"88","term","cybersecurity","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"89","term","cybersecurity-strategien","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"90","term","firewall-migration-2025","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"102","term","federated-learning-gdpr","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"112","term","change-management","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"113","term","data-governance","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"125","term","datengetriebene-entscheidungen","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"126","term","echtzeit-datenanalyse","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"140","term","dcs","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"152","term","cybersecurity-ai","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"153","term","endpoint-detection","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"168","term","cloud-adoption","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"169","term","digital-intensity-index","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"170","term","dpia-tools","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"171","term","enisa-guidance","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"172","term","eu-digital-targets","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"184","term","business-efficiency","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"185","term","digital-transformation-2025","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"186","term","enterprise-ai","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"195","term","cyber-defense","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"196","term","data-protection-2","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"205","term","business-ai","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"206","term","digital-transformation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"207","term","distributed-intelligence","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"208","term","enterprise-ai-2","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"214","term","chatbots-versicherung","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"215","term","cloud-versicherung","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"217","term","digitale-maklerprozesse","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"220","term","dsgvo-versicherung","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"223","term","crm-integration","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"2","term","layouts","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"5","term","industry-insights","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"10","term","it-security","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"11","term","machine","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"19","term","marketing","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"22","term","machine-learning","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"30","term","gdpr","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"38","term","incident-response","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"39","term","incident-response","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"59","term","law","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"60","term","ki","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"64","term","local-business-solutions","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"68","term","ki-projektmanagement","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"71","term","ki-im-verkauf","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"73","term","ki-agenten-im-vertrieb","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"76","term","kundenbindung","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"79","term","lead-scoring","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"81","term","marketing-automation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"83","term","machine-learning-2","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"86","term","it-solutions","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"87","term","machine-learning","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"91","term","gdpr-compliance-it","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"94","term","it-losungen","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"95","term","ki","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"97","term","it-решения","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"103","term","gdpr-compliance","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"104","term","gdpr-compliant-ai","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"114","term","gdpr-compliance","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"115","term","hyperautomation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"116","term","integration-platforms","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"117","term","iso-27001","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"118","term","kpi-tracking","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"119","term","low-code","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"127","term","ki-prognosen","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"128","term","ki-reporting","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"129","term","ki-risikovorhersage","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"130","term","ki-tools-deutschland","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"131","term","machine-learning-projekte","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"141","term","iec-62443","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"142","term","industrial-cybersecurity","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"154","term","incident-management","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"155","term","machine-learning-security","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"156","term","malware-analysis","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"163","term","how-to-guides","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"173","term","gdpr-automation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"174","term","legacy-systems","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"187","term","intelligent-agents","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"209","term","intelligent-systems","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"213","term","ki-im-versicherungsvertrieb","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"222","term","kundenerlebnis-versicherung","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"25","term","network-security","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"26","term","network-segmentation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"31","term","privacy","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"40","term","playbooks","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"44","term","remote-work","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"45","term","ndr","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"46","term","siem","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"49","term","ransomware","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"50","term","recovery","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"51","term","risk-governance","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"53","term","phishing","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"54","term","security-awareness","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"56","term","patching","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"57","term","risk","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"66","term","project-management","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"77","term","prozessoptimierung","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"82","term","sales-intelligence","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"96","term","maschinelles-lernen","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"105","term","privacy-preserving-ai","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"106","term","secure-ai-for-smes","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"107","term","secure-ai-systems","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"108","term","sme-compliance-solutions","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"120","term","process-orchestration","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"121","term","risk-management","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"122","term","rpa","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"123","term","sme-digitalization","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"132","term","predictive-analytics","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"133","term","projektmanagement-ki","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"134","term","projektperformance-monitoring","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"135","term","projektplanung-automatisierung","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"136","term","projektsteuerung","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"137","term","risikomanagement-2025","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"143","term","nis2","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"144","term","ot-ics-security","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"145","term","plc","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"146","term","scada","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"157","term","nis2-compliance","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"164","term","security-compliance","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"175","term","process-mining","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"176","term","roi-calculator","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"177","term","sme-automation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"178","term","sme-digital-transformation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"188","term","process-automation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"189","term","rpa-integration","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"197","term","security-compliance","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"210","term","multi-agent-ai","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"216","term","robotic-process-automation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"218","term","schadenmanagement","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"219","term","online-terminbuchung","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"221","term","prozessdigitalisierung","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"1","term","uncategorized","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"6","term","solutions","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"13","term","software","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"16","term","technology","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"23","term","threat-detection","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"27","term","zero-trust","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"47","term","ueba","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"55","term","training","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"58","term","vulnerability","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"70","term","vertriebsautomatisierung","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"92","term","unternehmenssicherheit","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"98","term","агенция","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"99","term","машинно-обучение","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"109","term","trusted-ai-systems","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"147","term","vulnerability-management","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"158","term","soc-automation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"159","term","threat-intelligence","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"165","term","sme-solutions","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"190","term","workflow-orchestration","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"198","term","threat-detection-2","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"199","term","varna-ai","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"211","term","workflow-automation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"224","term","vertriebsoptimierung","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"1","user","mark","","","n/a","","","","","","n/a","n/a","","","","","","","n/a","n/a"
"2","user","scott","","","n/a","","","","","","n/a","n/a","","","","","","","n/a","n/a"
"3","user","claude","","","n/a","","","","","","n/a","n/a","","","","","","","n/a","n/a"
