id,object_type,slug,seo_title,seo_description,is_pillar_content,focus_keyword,seo_score,robots,advanced_robots,canonical_url,primary_term,schema_data,social_facebook_thumbnail,social_facebook_title,social_facebook_description,social_twitter_thumbnail,social_twitter_title,social_twitter_description,redirect_to,redirect_type
"59","term","azure","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"65","term","ai-bg","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"74","term","ai-services","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"75","term","bulgarian-ai-innovation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"78","term","ai-machine-learning","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"79","term","ai-security","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"82","term","access-control","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"99","term","ai-technology-project-management-business-automation-digital-transformation-security-compliance-sme-solutions-industry-insights-how-to-guides","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"100","term","anomaly-monitoring","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"102","term","asset-inventory","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"111","term","ai-workflow-automation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"115","term","ai-agents","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"126","term","ai-threat-detection","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"130","term","automated-response","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"133","term","behavioral-analytics","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"140","term","ai-data-protection-eu","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"141","term","ai-solutions-for-smes","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"150","term","agiles-projektmanagement","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"164","term","ai-in-bulgaria","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"165","term","ai-tools","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"166","term","automation-strategy","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"170","term","agentensoftware","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"182","term","agentic-ai","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"183","term","ai-automation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"184","term","ai-in-business","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"185","term","ai-productivity","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"186","term","autonomous-systems","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"187","term","business-efficiency","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"194","term","ai-in-small-business","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"195","term","ai-technology","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"207","term","ai-automation-2","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"208","term","ai-cybersecurity","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"209","term","ai-incident-response","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"210","term","autonomous-security","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"216","term","agent-based-systems","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"217","term","ai-collaboration","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"218","term","ai-orchestration","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"219","term","ai-trends-2025","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"220","term","autonomous-agents","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"221","term","business-ai","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"238","term","ai-firewall-security","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"12","term","culture","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"31","term","clients","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"32","term","design","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"39","term","data","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"42","term","development","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"54","term","compliance-regulations","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"55","term","data-protection","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"56","term","gdpr","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"60","term","cloud-security","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"61","term","cloud-security","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"62","term","gcp","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"71","term","datenanalyse","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"76","term","digital-transformation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"86","term","forensics","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"90","term","edr","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"91","term","endpoint","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"92","term","endpoint-security","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"104","term","dcs","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"117","term","data-governance","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"120","term","change-management","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"127","term","endpoint-detection","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"132","term","cybersecurity-ai","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"135","term","cybersecurity","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"136","term","cybersecurity-strategien","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"137","term","firewall-migration-2025","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"142","term","federated-learning-gdpr","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"151","term","datengetriebene-entscheidungen","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"152","term","echtzeit-datenanalyse","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"171","term","chatbots","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"172","term","crm-automatisierung","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"173","term","digitale-agenten","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"174","term","dsgvo-compliance","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"188","term","digital-transformation-2025","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"189","term","enterprise-ai","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"196","term","cloud-adoption","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"197","term","digital-intensity-index","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"198","term","dpia-tools","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"199","term","enisa-guidance","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"200","term","eu-digital-targets","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"211","term","cyber-defense","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"212","term","data-protection-2","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"222","term","digital-transformation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"223","term","distributed-intelligence","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"224","term","enterprise-ai-2","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"228","term","firewall-management","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"229","term","check-point","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"232","term","firewall-management-best-practices-2025","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"234","term","firewall-optimization","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"235","term","enterprise-firewall","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"240","term","cloud-firewall","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"33","term","marketing","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"35","term","industry-insights","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"40","term","it-security","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"41","term","machine","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"52","term","it-solutions","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"53","term","machine-learning","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"63","term","law","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"64","term","ki","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"66","term","it-решения","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"68","term","it-losungen","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"69","term","ki","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"70","term","maschinelles-lernen","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"77","term","local-business-solutions","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"80","term","machine-learning","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"83","term","network-security","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"84","term","network-segmentation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"87","term","incident-response","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"88","term","incident-response","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"94","term","ndr","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"105","term","industrial-cybersecurity","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"108","term","iec-62443","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"112","term","hyperautomation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"113","term","low-code","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"116","term","iso-27001","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"118","term","gdpr-compliance","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"121","term","integration-platforms","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"123","term","kpi-tracking","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"125","term","incident-management","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"128","term","malware-analysis","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"134","term","machine-learning-security","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"138","term","gdpr-compliance-it","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"143","term","gdpr-compliance","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"144","term","gdpr-compliant-ai","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"153","term","ki-prognosen","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"154","term","ki-reporting","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"155","term","ki-risikovorhersage","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"156","term","ki-tools-deutschland","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"157","term","machine-learning-projekte","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"167","term","how-to-guides","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"175","term","ki-im-verkauf","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"176","term","ki-agenten-im-vertrieb","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"177","term","kundenbindung","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"178","term","lead-scoring","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"179","term","marketing-automation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"190","term","intelligent-agents","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"201","term","gdpr-automation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"202","term","legacy-systems","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"225","term","intelligent-systems","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"226","term","multi-agent-ai","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"237","term","hybrid-mesh-firewall","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"13","term","phishing","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"14","term","security-awareness","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"16","term","patching","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"17","term","risk","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"18","term","risk-governance","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"21","term","ransomware","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"22","term","recovery","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"36","term","solutions","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"43","term","software","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"57","term","privacy","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"72","term","nicht-kategorisiert","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"89","term","playbooks","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"93","term","remote-work","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"95","term","siem","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"103","term","nis2","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"106","term","ot-ics-security","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"107","term","plc","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"109","term","scada","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"110","term","sme-digitalization","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"114","term","process-orchestration","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"119","term","rpa","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"122","term","risk-management","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"124","term","soc-automation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"129","term","nis2-compliance","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"145","term","privacy-preserving-ai","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"146","term","secure-ai-for-smes","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"147","term","secure-ai-systems","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"148","term","sme-compliance-solutions","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"158","term","predictive-analytics","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"159","term","projektmanagement-ki","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"160","term","projektperformance-monitoring","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"161","term","projektplanung-automatisierung","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"162","term","projektsteuerung","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"163","term","risikomanagement-2025","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"168","term","security-compliance","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"169","term","sme-solutions","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"180","term","prozessoptimierung","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"181","term","sales-intelligence","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"191","term","process-automation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"192","term","rpa-integration","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"203","term","process-mining","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"204","term","roi-calculator","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"205","term","sme-automation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"206","term","sme-digital-transformation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"213","term","security-compliance","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"230","term","palo-alto-networks","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"231","term","ngfw","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"233","term","sase","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"236","term","security-policy","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"241","term","soc-monitoring","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"1","term","uncategorized","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"15","term","training","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"19","term","vulnerability","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"46","term","technology","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"47","term","uncategorized-bg","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"48","term","агенция","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"67","term","машинно-обучение","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"73","term","анализ-на-данни","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"81","term","threat-detection","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"85","term","zero-trust","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"96","term","ueba","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"101","term","vulnerability-management","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"131","term","threat-intelligence","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"139","term","unternehmenssicherheit","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"149","term","trusted-ai-systems","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"193","term","workflow-orchestration","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"214","term","threat-detection-2","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"215","term","varna-ai","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"227","term","workflow-automation","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"239","term","threat-prevention","","","n/a","","","","","","n/a","n/a","","","","","","","",""
"1","user","mark","","","n/a","","","","","","n/a","n/a","","","","","","","n/a","n/a"
"3","user","scott","","","n/a","","","","","","n/a","n/a","","","","","","","n/a","n/a"
"6","user","claude","","","n/a","","","","","","n/a","n/a","","","","","","","n/a","n/a"
